year,month,day,prectotcorr,ps,t2m,t2m_max,t2m_min,rh2m,ws2m,wd2m,allsky_sfc_sw_dwn
2025,11,14,0.99,99.22,25.7,29.18,23.31,79.64,1.74,15.5,9.73
2025,11,15,0.24,99.35,24.95,28.48,21.72,75.89,1.63,48.0,17.41
2025,11,16,0.0,99.4,25.54,29.11,22.09,76.2,1.58,65.4,17.97
2025,11,17,0.04,99.31,25.77,29.82,22.2,76.51,1.74,51.7,18.26
2025,11,18,0.43,99.17,26.02,30.06,22.33,76.11,1.19,86.8,15.24
2025,11,19,0.78,99.17,26.47,29.91,23.67,80.14,1.42,87.2,19.7
2025,11,20,0.11,99.27,26.34,29.76,23.45,79.19,1.45,156.9,19.59
2025,11,21,0.26,99.34,27.02,30.64,23.64,76.65,1.23,331.1,18.09
2025,11,22,4.87,99.29,27.07,30.19,24.72,80.28,0.8,91.2,12.24
2025,11,23,4.27,99.31,26.62,30.19,24.1,82.49,1.32,176.8,14.47
2025,11,24,6.08,99.32,26.54,29.59,24.32,84.3,1.28,267.2,19.44
2025,11,25,2.03,99.28,26.58,29.87,23.91,75.74,1.24,62.1,17.24
2025,11,26,0.01,99.25,25.84,29.89,22.37,73.1,1.71,71.7,18.08
2025,11,27,0.0,99.34,25.59,29.47,22.19,71.47,1.75,108.3,18.92
2025,11,28,0.0,99.28,25.08,28.77,21.89,71.78,1.53,55.6,17.01
2025,11,29,0.0,99.17,24.93,28.86,20.79,69.82,1.41,74.4,16.13
2025,11,30,0.06,99.13,25.66,29.37,22.47,75.12,1.3,37.7,17.5
2025,12,1,0.09,99.16,26.21,29.34,23.26,77.68,1.27,315.7,19.57
2025,12,2,0.12,99.13,26.2,29.36,23.53,79.79,1.25,318.8,18.66
2025,12,3,0.95,99.12,26.48,30.2,23.78,79.77,1.5,347.8,17.29
2025,12,4,14.9,99.26,25.78,27.13,24.71,88.83,1.52,137.8,15.16
2025,12,5,0.62,99.35,26.73,30.32,23.96,79.35,1.23,82.0,17.64
2025,12,6,0.07,99.44,25.68,28.5,23.41,77.18,1.53,81.6,13.56
2025,12,7,0.0,99.41,25.76,28.81,23.03,76.56,1.57,133.2,18.47
2025,12,8,0.0,99.39,25.57,28.89,22.88,75.57,1.22,39.8,17.99
2025,12,9,0.0,99.33,24.14,28.21,20.52,67.43,1.62,101.8,20.27
2025,12,10,0.01,99.36,24.8,28.95,21.97,70.61,1.8,79.8,19.22
2025,12,11,0.0,99.31,24.17,29.42,20.36,67.44,1.87,80.5,19.7
2025,12,12,0.0,99.3,24.11,29.08,19.96,67.63,1.79,83.9,20.24
2025,12,13,0.0,99.34,23.61,28.49,19.17,67.94,1.59,86.2,20.74
2025,12,14,0.0,99.36,23.13,28.3,18.44,66.42,1.87,100.7,21.06
2025,12,15,0.0,99.33,23.41,28.28,18.59,65.99,1.48,93.5,19.98
2025,12,16,0.04,99.3,24.15,29.19,18.88,69.13,1.79,110.6,19.75
2025,12,17,0.03,99.34,26.33,30.66,23.04,74.11,1.29,49.3,19.98
2025,12,18,0.0,99.37,23.77,29.29,19.13,67.86,1.96,69.0,19.79
2025,12,19,0.0,99.28,23.36,28.3,19.03,64.82,1.57,84.3,15.07
2025,12,20,0.0,99.22,23.4,27.8,18.74,65.89,1.35,137.6,18.8
2025,12,21,0.0,99.24,23.7,28.52,19.4,67.02,1.4,350.7,15.91
2025,12,22,0.0,99.24,24.11,29.05,19.54,65.15,1.28,52.9,18.46
2025,12,23,0.0,99.21,23.95,28.38,19.97,69.51,1.57,110.1,18.6
2025,12,24,0.0,99.21,23.79,28.44,19.35,70.8,1.48,142.0,18.37
2025,12,25,0.0,99.29,23.92,28.14,19.87,70.88,1.28,196.2,18.01
2025,12,26,0.0,99.26,24.59,29.12,20.59,68.74,1.28,268.3,17.2
2025,12,27,0.0,99.26,25.22,29.45,21.64,66.94,1.15,329.1,18.45
2025,12,28,0.0,99.34,24.67,29.15,20.54,67.87,1.43,11.6,18.8
2025,12,29,0.0,99.32,25.04,29.69,20.92,70.65,1.45,322.6,17.89
2025,12,30,0.0,99.32,25.19,29.27,21.7,72.6,1.13,304.5,17.33
2025,12,31,0.01,99.22,25.25,28.78,22.86,75.8,1.98,318.0,16.54
